"","date","hour","Temperature","kWh"
"311",2016-10-10,23,46.9,100.270374564032
"312",2016-10-11,0,46,134.719051350566
"313",2016-10-11,1,45,131.648111204571
"314",2016-10-11,2,45,130.234039644462
"315",2016-10-11,3,44.1,126.969664638423
"316",2016-10-11,4,44.1,125.555593078314
"317",2016-10-11,5,44.1,124.141521518205
"318",2016-10-11,6,44.1,122.727449958095
"319",2016-10-11,7,45,252.163329396759
"320",2016-10-11,8,48.9,259.365775633401
"321",2016-10-11,9,54,264.247003549509
"322",2016-10-11,10,55.9,264.932177773286
"323",2016-10-11,11,59,262.76255490254
"324",2016-10-11,12,57.9,264.448565961747
"325",2016-10-11,13,57.9,260.266586649646
"326",2016-10-11,14,57.9,260.939916540208
"327",2016-10-11,15,57.9,258.992266206109
"328",2016-10-11,16,57.9,259.519699667918
"329",2016-10-11,17,55.9,253.435002727711
"330",2016-10-11,18,55,251.820339886084
"331",2016-10-11,19,54,246.566108801688
"332",2016-10-11,20,52,111.0430439238
"333",2016-10-11,21,52,111.278684528103
"334",2016-10-11,22,51.1,110.197600460465
"335",2016-10-11,23,52,110.487935917533
"336",2016-10-12,0,48.9,138.564424494808
"337",2016-10-12,1,48.9,133.317349831886
"338",2016-10-12,2,48.9,131.903278271776
"339",2016-10-12,3,48.9,126.510307180101
"340",2016-10-12,4,48.9,122.767048252837
"341",2016-10-12,5,48.9,123.682164059882
"342",2016-10-12,6,48.9,119.938905132619
"343",2016-10-12,7,51.1,252.58669477157
"344",2016-10-12,8,54,259.927881015492
"345",2016-10-12,9,55.9,263.283011306373
"346",2016-10-12,10,59,268.587615665794
"347",2016-10-12,11,60.1,270.43258642469
"348",2016-10-12,12,61,268.68552737211
"349",2016-10-12,13,62.1,270.918180476243
"350",2016-10-12,14,62.1,269.504108916133
"351",2016-10-12,15,61,262.79360052737
"352",2016-10-12,16,62.1,262.455280347865
"353",2016-10-12,17,60.1,254.136254429655
"354",2016-10-12,18,59,253.442040082106
"355",2016-10-12,19,57,245.123014163896
"356",2016-10-12,20,55.9,116.545285653928
"357",2016-10-12,21,54,105.849533937272
"358",2016-10-12,22,53.1,97.3442295804905
"359",2016-10-12,23,53.1,95.9301580203813
"360",2016-10-13,0,52,127.174487340674
"361",2016-10-13,1,52,125.760415780565
"362",2016-10-13,2,52,124.346344220456
"363",2016-10-13,3,54,129.303648244458
"364",2016-10-13,4,55,129.692341698987
"365",2016-10-13,5,55,128.278270138878
"366",2016-10-13,6,55,126.864198578769
"367",2016-10-13,7,55.9,256.300078017432
"368",2016-10-13,7,55.9,256.300078017432
"369",2016-10-13,8,57.9,259.801511049641
"370",2016-10-13,9,63,269.148303626018
"371",2016-10-13,10,64.9,274.832621284054
"372",2016-10-13,11,64.9,275.747737091099
"373",2016-10-13,11,68,283.970228746288
"374",2016-10-13,12,69.1,284.553169686009
"375",2016-10-13,13,71.1,286.452835297671
"376",2016-10-13,14,71.1,285.766183684169
"377",2016-10-13,15,70,282.742781969466
"378",2016-10-13,16,69.1,280.011985737416
"379",2016-10-13,17,68,278.396510270642
"380",2016-10-13,18,64.9,265.703339741582
"381",2016-10-13,19,64,262.438964735543
"382",2016-10-13,20,63,130.368377036706
"383",2016-10-13,21,61,126.367988251433
"384",2016-10-13,22,60.1,122.957716816641
"385",2016-10-13,23,57.9,119.004460150087
"386",2016-10-14,0,55,154.699822814271
"387",2016-10-14,1,52,153.069409718545
"388",2016-10-14,2,50,148.729283331902
"389",2016-10-14,3,48.9,144.056169452787
"390",2016-10-14,4,48,142.781244212531
"391",2016-10-14,5,46.9,140.291421271817
"392",2016-10-14,6,46,137.560625039768
"393",2016-10-14,7,46.9,267.53008325242
"394",2016-10-14,8,48,269.375054011317
"395",2016-10-14,9,50,271.274719622979
"396",2016-10-14,10,52,271.378776641475
"397",2016-10-14,11,55,274.401732065032
"398",2016-10-14,12,55.9,273.575934131677
"399",2016-10-14,13,57.9,273.679991150174
"400",2016-10-14,14,59,271.787848293988
"401",2016-10-14,15,59,268.43227171196
"402",2016-10-14,16,55,265.828589627406
"403",2016-10-14,17,53.1,261.440924809471
"404",2016-10-14,18,52,258.029840749532
"405",2016-10-14,19,52,254.96605702501
"406",2016-10-14,20,53.1,128.053166147548
"407",2016-10-14,21,52,127.552792972617
"408",2016-10-14,22,48.9,121.895129288886
"409",2016-10-14,23,48,118.338961425341
